ville,adresse,type,date,prix,surface,operation,description,surface_predicted
Rabat,Agdal,Appartement,14/02/2026,13500,98.0,à louer,Appartement à louer 98 m² à Rabat,False
Tétouan,Saniat Rmal,Local,10/03/2026,700000,75.2,à vendre,Pour la location 5000 DH négociable,True
Oujda,Centre Ville,Appartement,02/03/2026,950000,81.9,à vendre,Appartement à Oujda centre,True
Marrakech,Les Portes de Marrakech,Appartement,16/02/2026,4500,49.9,à louer,Bel appartement meublé en location,True
Bouskoura,Bouskoura centre,Appartement,08/05/2026,850000,35.0,à vendre,F3 avec GRANDE COUR de 35m² au Centre Bouskoura,False
Casablanca,Val Fleuri,Appartement,19/02/2026,7300,50.5,à louer,Appartement vide à louer à val Fleury,True
Casablanca,Oulfa,Appartement,05/03/2026,2400,54.0,à louer,Appartement à louer 54 m² à Casablanca,False
Marrakech,Route de Fès,Terrain,01/02/2026,360000,55.1,à vendre,À ne pas rater,True
Casablanca,Gauthier,Appartement,12/03/2026,8000,130.0,à louer,Appartement meublé 130m² Gauthier,False
Marrakech,Massar,Local,14/02/2026,6500,49.9,à louer,Titre foncier,True
Tétouan,Al Mallalienne,Terrain,10/02/2026,650000,66.1,à vendre,Lotissement Andalus,True
Errachidia,Toute la ville,Villa,11/03/2026,3500,50.5,à louer,Sefli villa bjerda mn cousina,True
Casablanca,Hay Hassani,Local,03/02/2026,15000,49.4,à louer,169857 Local à louer à 15000DH à Almaz Hay Hassan,True
Mohammedia,Centre Ville,Bureau,08/05/2026,725000,55.0,à vendre,Votre bureau adapté à vos ambitions 55m²,False
Casablanca,Mers Sultan,Appartement,12/02/2026,1500000,113.0,à vendre,158389 Vente Appt à Casablanca La Gironde de 147 m,True
Casablanca,Almaz,Appartement,08/05/2026,830000,71.0,à vendre,Appartement à vendre 71 m² à ALMAZ,False
Casablanca,Bourgogne,Villa,15/03/2026,45000,48.1,à louer,Villa de prestige à AIN DIAB,True
Berkane,Toute la ville,Maison,25/02/2026,1400000,110.0,à vendre,Maison style villa,True
Rabat,Aviation - Mabella,Villa,12/02/2026,5600000,136.4,à vendre,RBA YO 1086 Villa à vendre à Aviation Mabella,True
Agadir,Hay Salam,Maison,15/03/2026,2600000,135.5,à vendre,Maison à vendre commerce,True
Casablanca,Aïn Chock,Maison,10/03/2026,8500000,110.0,à vendre,Maison 110 m² à double façades et Café en activité,False
Mdiq,Toute la ville,Appartement,10/02/2026,1500000,113.0,à vendre,Appartement Vue Sur Piscine à vendre Jawhara Smir,True
Tanger,Marjane,Appartement,02/03/2026,3500,48.9,à louer,Appartement à louer,True
Casablanca,Ain Sebaa,Appartement,12/02/2026,4500,49.5,à louer,Appartement à louer à Ain Sebaa 4500 dh,True
Casablanca,Maarif,Appartement,25/02/2026,890000,38.0,à vendre,Appartement à vendre 38 m² à Casablanca,False
Marrakech,Allal El Fassi,Appartement,09/03/2026,3700,50.4,à louer,Appartement à louer,True
Mdiq,Toute la ville,Appartement,08/05/2026,700,50.3,à louer,Appartement à louer à Jawhara Smir,True
Casablanca,Quartier des Hôpitaux,Bureau,10/02/2026,9000,49.9,à louer,Bureau 140m2 à Abdelmoumen,True
Casablanca,Gauthier,Appartement,12/02/2026,3000000,176.0,à vendre,Appartement à vendre 176 m² à Casablanca,False
Marrakech,Hay Izdihar,Appartement,03/02/2026,250,49.2,à louer,Appartement Hay Izdihar Marrakech,True
Marrakech,Av Mohammed VI,Villa,08/02/2026,2700000,133.7,à vendre,villa semi finie prestigia,True
Berrechid,Toute la ville,Appartement,10/03/2026,360000,76.0,à vendre,Appartement à vendre 76 m² à Berrechid,False
Casablanca,Abdelmoumen,Appartement,02/03/2026,5500,50.5,à louer,Location studio vide abdelmoumen,True
El Jadida,Autre secteur,Appartement,03/02/2026,3400,49.9,à louer,Appartement meublé 2 façades,True
Bouskoura,Bouskoura centre,Bureau,15/03/2026,7000,50.5,à louer,Bureau en RDC Bouskoura,True
Casablanca,Californie,Appartement,08/05/2026,2255000,143.0,à vendre,3 Chambres à vendre 143 m² à Californie,False
Casablanca,Casablanca Finance City,Appartement,03/02/2026,30000,49.9,à louer,À louer Appartement à CFC,True
Casablanca,Belvédère,Autre,09/03/2026,6900000,135.3,à vendre,Immeuble vide à vendre R5 à belvédère,True
Nouaceur,Toute la ville,Villa,14/02/2026,6500000,137.1,à vendre,162681 Vente Villa à Nouaceur Douar Bouhala de 476,True
Casablanca,Oulfa,Appartement,05/03/2026,4000,56.0,à louer,Appartement à louer 56 m² à Casablanca,False
Kénitra,El Haddada,Villa,14/02/2026,29000000,136.7,à vendre,Villa à vendre,True
Marrakech,M'Hamid,Appartement,02/03/2026,6000,50.4,à louer,Appartement à louer à coté de l aéroport,True
Marrakech,Guéliz,Appartement,16/02/2026,9000,48.7,à louer,Spacieux appartement en location,True
Mohammedia,Mimosas,Appartement,15/03/2026,5500,50.3,à louer,Appartement à Rd la marine royale à Mohammedia,True
Laâyoune,Toute la ville,Appartement,15/03/2026,5500,50.5,à louer,Appartements meublés à louer,True
Casablanca,Sidi Belyout,Appartement,14/02/2026,725000,69.0,à vendre,137549 Vente Appt à Casablanca Derb Omar de 69 m²,False
Casablanca,Anfa,Villa,10/02/2026,20500000,137.1,à vendre,167843 Vente Villa à Casablanca Ain Diab de 1000 m,True
Casablanca,Mers Sultan,Bureau,25/02/2026,6500,49.9,à louer,Location de bureau cloison climatisé,True
Rabat,Kébibat,Appartement,03/02/2026,6000,49.5,à louer,Appartement à louer 6000dh KBIBAT,True
Rabat,Quartier de l'Océan,Appartement,15/03/2026,11000,42.2,à louer,2 chambres salon meublé à l océan,True
Casablanca,Oulfa,Appartement,10/02/2026,4000,95.0,à louer,Appartement à louer 95 m² à Casablanca,False
Casablanca,Racine,Appartement,02/03/2026,2100000,108.0,à vendre,Appartement à vendre 108 m² à Casablanca,False
Casablanca,Aïn Diab,Appartement,08/02/2026,14000,126.0,à louer,Appartement à louer 126 m² à Casablanca,False
Marrakech,Bouaakkaz,Appartement,05/02/2026,13500,76.0,à louer,Appartement à louer 76 m² à Marrakech,False
Rabat,Souissi,Appartement,07/03/2026,12000,1.0,à louer,Appartement à louer 1 m² à Rabat,False
Bouskoura,Bouskoura centre,Local,10/02/2026,1100000,86.1,à vendre,Local commercial à vendre,True
Marrakech,Hay Izdihar,Appartement,05/03/2026,1500000,113.4,à vendre,Aparte jnan Ali 83 M2 Vide haut standing,True
Rabat,Agdal,Bureau,01/02/2026,35000,280.0,à louer,Plateau bureau 280 m² à louer Agdal Rabat,False
Tanger,Castilla,Appartement,25/02/2026,2500000,131.1,à vendre,Appartement à Vendre en face du Café Lahay,True
Sidi Rahal,Toute la ville,Terrain,02/03/2026,600000,66.6,à vendre,Terrain titré vue sur mer 5000 m2,True
Casablanca,Palmier,Appartement,01/02/2026,6500,48.8,à louer,Location Studio Meublé Neuf,True
Fès,Route Ain Chkaf,Appartement,21/03/2026,3000,111.0,à louer,Appartement à louer de 111 m² à Fès,False
Settat,Hay Mimouna,Maison,27/02/2026,773000,49.9,à vendre,Maison à vendre à Settat quartier Mimouna Oued Nanaa,True
Casablanca,Ain Sebaa,Appartement,15/03/2026,6000,50.1,à louer,Plusieurs Apparts H Standing Couple Marié,True
Mohammedia,Quartier du Parc,Appartement,15/03/2026,7000,50.3,à louer,Appartement à louer 03 chs à Mohammedia,True
Temara,Wifak,Local,05/03/2026,12000,50.5,à louer,Local commercial à louer à Hay Wifak,True
Casablanca,Bourgogne,Appartement,25/02/2026,1500000,111.2,à vendre,Appartement avec terrasse au coeur de Bourgogne,True
Casablanca,Casablanca Finance City,Maison,19/02/2026,20000,49.9,à louer,Appartement meublé à louer à CFC,True
Bouskoura,Bouskoura centre,Terrain,08/05/2026,1730000,126.0,à vendre,Lot de terrain pour villa à vendre à Bouskoura,True
Rabat,Hay Nahda,Appartement,12/02/2026,1500,49.5,à louer,Studio pour les filles à Rabat Hay Nahda 1,True
Temara,Harhoura,Appartement,08/02/2026,7500,49.9,à louer,Appartement neuf à Harhoura,True
Casablanca,2 Mars,Appartement,08/05/2026,2120000,130.7,à vendre,Appartement à vendre 2 Mars,True
Marrakech,Mabrouka,Local,12/02/2026,20000,49.0,à louer,Salon de beauté location,True
Tanger,Moujahidine,Appartement,19/02/2026,5300,48.4,à louer,APPARTEMENT MEUBLÉ DINA moujahidine,True
Casablanca,Derb Ghallef,Appartement,08/05/2026,1550000,114.1,à vendre,Magnifique appartement neuf avec terrasse,True
Agadir,Founty,Appartement,07/03/2026,5000,50.0,à louer,Appartement à louer 50 m² à founty Agadir,False
Casablanca,Maarif,Local,25/02/2026,2500000,134.1,à vendre,Restaurant 65 couverts quartier Maarif,True
Marrakech,Av Mohammed VI,Appartement,08/05/2026,1350000,99.7,à vendre,Studio à Vendre,True
Casablanca,Beauséjour,Appartement,05/03/2026,750000,78.6,à vendre,Appartements à vendre à Casablanca Bousijour,True
Kénitra,Mimosas,Appartement,12/02/2026,4000,49.7,à louer,Appartement meublé à Kenitra,True
Mohammedia,Centre Ville,Appartement,15/03/2026,2800,48.5,à louer,Appart meublée lwizia,True
Casablanca,Quartier des Hôpitaux,Appartement,08/05/2026,1950000,126.9,à vendre,Appartement à vendre sur quartier des hopitaux,True
Meknès,Marjane 2,Appartement,12/02/2026,1100000,86.1,à vendre,Appartement de luxe à vendre à Meknès Proche Marjane Decathlon,True
Marrakech,Victor Hugo,Appartement,08/05/2026,7000,76.0,à louer,Appartement à louer 76 m² à Marrakech,False
Temara,Wifak,Appartement,12/02/2026,4000,49.9,à louer,Appartement au rez de chaussée à louer ensoleillé,True
Salé,Hay Chmaou,Appartement,07/03/2026,640000,100.0,à vendre,Appartement meublé à vendre avec 100 m² à Salé,False
Berkane,Toute la ville,Appartement,22/02/2026,410000,57.9,à vendre,Appartement à vendre à Saïdia,True
Kénitra,Centre,Appartement,08/05/2026,7000,47.7,à louer,Appartement meublé à louer à 3min de la gare,True
Marrakech,Route de Ouarzazate,Appartement,19/02/2026,230000,49.9,à vendre,Appartement 61m2 à Chwiter,True
Casablanca,Belvédère,Bureau,25/02/2026,9700,47.7,à louer,Bureau à louer,True
Sidi Rahal,Toute la ville,Appartement,07/03/2026,150000,50.5,à vendre,Appartement Chaouia à louer à Sidi Rahal,True
Casablanca,Hay Hassani,Villa,12/02/2026,130000,49.4,à louer,157830 Villa à louer à 130000DH à Longchamps,True
Marrakech,Guéliz,Appartement,08/05/2026,1200000,52.0,à vendre,Appartement à vendre 52 m² à Marrakech,False
Tanger,Malabata,Bureau,09/03/2026,12500,49.2,à louer,bureau climatisé avec parking,True
Martil,Toute la ville,Appartement,28/02/2026,2500,49.9,à louer,Appartement à louer,True
Agadir,Sonaba,Villa,05/02/2026,7600000,137.1,à vendre,Belle villa a vendre a sonaba 361m2,True
Salé,Sala El Jadida,Local,21/03/2026,5000,48.4,à louer,Magasin à louer à Sala El Jadida,True
Martil,Toute la ville,Appartement,22/02/2026,200,49.9,à louer,Appartement meublé à louer à la journée,True
Casablanca,Roches Noires,Appartement,19/02/2026,6500,85.0,à louer,Appartement à louer 85 m² à Casablanca,False
Rabat,Agdal,Bureau,08/02/2026,20000,49.5,à louer,Plateau bureau à louer sur l Agdal,True
Berrechid,Toute la ville,Terrain,14/02/2026,700000,74.6,à vendre,Terrain excellent près de Berrechid,True
Casablanca,Bourgogne,Appartement,05/02/2026,13500,47.4,à louer,Appartement meublé,True
Marrakech,M'Hamid,Appartement,12/02/2026,450000,54.0,à vendre,Appartement à vendre 54 m² à Marrakech,False
Berrechid,Toute la ville,Bureau,08/02/2026,6000,49.9,à louer,Plateau bureau a louer en centre ville Berrechid,True
Casablanca,Val d'Anfa,Villa,07/03/2026,16200000,136.2,à vendre,À VENDRE VILLA 810M DE VAL D ENFA,True
Casablanca,Errahma,Maison,07/03/2026,310000,52.0,à vendre,Maison à Errahma 52m²,False
Berrechid,Toute la ville,Appartement,15/03/2026,4200,50.5,à louer,Appartement à louer Bercor Berrechid,True
Casablanca,Ain Sebaa,Appartement,10/03/2026,4000,50.1,à louer,Studio meublé à Ain Sebaa 4000 dh,True
Marrakech,Agdal,Appartement,01/02/2026,12000,49.9,à louer,Bel appartement meublé pour longue durée,True
Kénitra,Maamora,Bureau,08/02/2026,990000,83.2,à vendre,Bureau à vendre,True
Rabat,Hay Nahda,Appartement,03/02/2026,1800,49.5,à louer,Garçonnière à louer Hay Nahda 2,True
Mohammedia,Autre secteur,Appartement,15/03/2026,2600,50.3,à louer,Joli studio meublé pour les filles,True
Dar Bouazza,Toute la ville,Villa,10/02/2026,5500000,137.1,à vendre,DAR DA 1061 Villa à vendre à Dar Bouazza,True
Casablanca,Anfa,Bureau,08/05/2026,6090,50.3,à louer,Bureau privé pour 3 pers à Anfa Superior,True
Marrakech,M'Hamid,Local,25/02/2026,8500,49.9,à louer,Magasin à louer,True
Casablanca,Derb Ghallef,Bureau,12/02/2026,1100000,86.1,à vendre,Bureau à vendre,True
Marrakech,Annakhil,Terrain,08/05/2026,266000,50.2,à vendre,Terrain à vendre zone villa sur golf,True
Marrakech,Route d'Ourika,Appartement,03/02/2026,6000,49.9,à louer,Appartement neuf meublé Location longue durée,True
Marrakech,Jemaa El Fna,Villa,12/02/2026,2600000,133.4,à vendre,Riad à 15 minutes de Jamaa El Fna à vendre,True
Rabat,Agdal,Appartement,10/02/2026,2200000,129.9,à vendre,Appartement à vendre Agdal,True
Casablanca,Beauséjour,Appartement,22/02/2026,1400000,90.0,à vendre,Appartement à vendre 90 m² à Casablanca,False
Rabat,Hay Nahda,Appartement,03/02/2026,1200,49.5,à louer,Chambre pour filles à Nahda1,True
Marrakech,Route de Casablanca,Appartement,22/02/2026,12000,49.9,à louer,VIZIR Bel appartement en rez de jardin,True
Tanger,nouinouich,Villa,02/03/2026,30000,48.9,à louer,Villa de Prestige à Louer Nouinouich Vue Mer,True
Kénitra,Maamora,Appartement,03/02/2026,3000,49.7,à louer,appartement location,True
Casablanca,Belvédère,Appartement,10/03/2026,5500,70.0,à louer,Studio à louer 70 m² à Casablanca,False
Ain Aouda,Toute la ville,Maison,02/03/2026,1162000,50.5,à vendre,A vendre en bon état ville de Aïn Aouda prix 23000,True
Ouazzane,Toute la ville,Terrain,19/02/2026,540000,61.6,à vendre,Vente ferme à Ouazzane,True
Casablanca,Oulfa,Appartement,27/02/2026,4000,48.4,à louer,Appartement à louer meublé,True
Sidi Rahal,Toute la ville,Terrain,02/03/2026,600000,66.6,à vendre,Terrain Sidi Rahal Plage 5000 m2,True
Casablanca,Sidi Maarouf,Appartement,14/02/2026,2900,75.0,à louer,Appartement à louer 75 m² à Casablanca,False
Tanger,Mghogha,Appartement,10/03/2026,1500,48.9,à louer,Studio à louer à Mghogha Sghira à côté du marché,True
Casablanca,Les Princesses,Appartement,01/02/2026,8500,50.0,à louer,Appartement à louer 50 m² à Casablanca,False
Marrakech,Av Mohammed VI,Appartement,22/02/2026,8500,49.9,à louer,Beau studio,True
Rabat,Agdal,Villa,03/02/2026,25000,49.5,à louer,Villa Cosy design à Agdal RABAT,True
Marrakech,Route de Safi,Appartement,08/02/2026,4500,42.2,à louer,Appartement meublé 2 chambres à coté de Macdo,True
Rabat,Aviation,Terrain,05/03/2026,140000,50.0,à vendre,Terrain de 216m à Oum Azza près de Rabat,True
Casablanca,Palmier,Appartement,05/02/2026,13000,48.8,à louer,Grand Appartement 3 Chambres Quartier Palmier,True
Sidi Bouzid,Toute la ville,Appartement,22/02/2026,800000,77.7,à vendre,Duplex à vendre 120 m2,True
Salé,Technopolis,Appartement,05/03/2026,4000,48.9,à louer,Appartement location,True
Tétouan,Touilaa,Local,16/02/2026,450000,61.1,à vendre,Magasin à Tétouan,True
Asilah,Toute la ville,Appartement,12/03/2026,1500000,113.5,à vendre,appartement 2 pièces salon A BERALMAR,True
Oujda,Autre secteur,Terrain,19/02/2026,500000,59.7,à vendre,Terrain à vendre,True
El Jadida,Autre secteur,Terrain,10/03/2026,500000,60.9,à vendre,Terrain à vendre,True
Marrakech,Ancienne Médina,Villa,16/02/2026,2200000,130.0,à vendre,RIAD À VENDRE MELLAH MÉDINA DE MARRAKECH,True
Rabat,Souissi,Terrain,03/02/2026,10800000,136.4,à vendre,Terrain à vendre bien placé zone villa à Souissi,True
Casablanca,Centre Ville,Appartement,05/02/2026,1150000,50.0,à vendre,Studio à vendre 50 m² à Casablanca,False
Casablanca,C.I.L,Autre,25/02/2026,11760000,137.1,à vendre,À VENDRE VILLA COMMERCIAL AU CIL,True
Marrakech,Guéliz,Appartement,14/02/2026,1480000,59.0,à vendre,Appartement à vendre 59 m² à Marrakech,False
Casablanca,Hermitage,Villa,08/02/2026,5000000,137.1,à vendre,VILLA 3 FAÇADE À VENDRE FORT POTENTIEL INVEST,True
Marrakech,Semlalia,Appartement,12/02/2026,7500,47.9,à louer,Charmant Appartement À Louer Près De Sup De Co,True
Rabat,Hay Riad,Villa,10/03/2026,45000,50.0,à louer,Bureau ville,True
El Jadida,Al Boustane,Villa,10/03/2026,1220000,89.6,à vendre,Villa au dessus de 140m près de l hôpital Mohammed 6 à vendre,True
Casablanca,Maarif,Bureau,03/02/2026,14000,108.0,à louer,Bureau haut standing 108 m² Maarif,False
Safi,Autre secteur,Terrain,05/03/2026,560000,65.0,à vendre,Lots de terrain pour villa Safi route Marrakech,True
Salé,Sala El Jadida,Local,19/02/2026,860000,47.8,à vendre,Local commercial à vendre,True
Marrakech,Guéliz,Appartement,14/02/2026,20000000,136.5,à vendre,APPARTEMENT À VENDRE GUÉLIZ,True
Marrakech,Route de Tahanaoute,Villa,08/05/2026,16000000,134.8,à vendre,Villa à vendre,True
Tanger,Centre ville,Appartement,27/02/2026,1050000,82.2,à vendre,Appartement sur avenue Fès,True
Casablanca,Racine,Appartement,08/05/2026,8500,50.3,à louer,À louer appartement 2 CH à Racine,True
Mohammedia,Port,Appartement,03/02/2026,4500,49.7,à louer,Mohammedia Parc près du port,True
Kénitra,Bir Rami,Terrain,22/02/2026,470000,58.9,à vendre,Terrain commercial à vendre,True
Marrakech,Hay Izdihar,Appartement,08/05/2026,1078000,77.0,à vendre,Magnifique Appartement à vendre 77 m² à Marrakech,False
Rabat,Agdal,Appartement,02/03/2026,8500,50.0,à louer,location appartement Agdal,True
Casablanca,Roches Noires,Appartement,10/02/2026,2200000,131.2,à vendre,159429 Vente Appt à Casablanca Belvedere Roches N,True
Mohammedia,Partie Est,Villa,12/03/2026,4500000,135.2,à vendre,Villa à vendre,True
Nouaceur,Toute la ville,Appartement,08/05/2026,4500,50.3,à louer,Studio Meublé à nouceur meublé pour location,True
Marrakech,Agdal,Appartement,08/05/2026,2400000,131.4,à vendre,Appartement moderne à vendre Prestigia 2ch,True
Casablanca,Oulfa,Appartement,05/03/2026,3400,75.0,à louer,Appartement à louer 75 m² à Casablanca,False
Marrakech,Palmeraie,Appartement,05/03/2026,10000,50.4,à louer,177668 Appt à louer à 10000DH à Palmeraie,True
Marrakech,Route de Fès,Terrain,01/02/2026,800000,77.5,à vendre,Terrain agricole bien situé pas cher,True
Casablanca,Gauthier,Appartement,08/02/2026,20000,48.7,à louer,À louer Magnifique Duplex meublé 4 CH à Gauthier,True
Marrakech,Bab Atlas,Terrain,12/03/2026,12000000,135.4,à vendre,À vendre terrain titré à Bab Atlas,True
Casablanca,Oulfa,Appartement,05/03/2026,2300,50.0,à louer,Appartement à louer 50 m² à Casablanca,False
Martil,Toute la ville,Appartement,19/02/2026,650000,80.0,à vendre,Appartement à vendre 80 m² à Martil,False
Essaouira,Douar Laarab,Terrain,10/03/2026,1000000,84.2,à vendre,Terrain à vendre dans le périmètre urbain,True
Casablanca,Laimoune,Villa,12/03/2026,4000000,136.2,à vendre,Maison dans une rue calme,True
Chichaoua,Toute la ville,Terrain,07/03/2026,290000,52.4,à vendre,Terrain agricole à vendre,True
Marrakech,Autre secteur,Terrain,10/02/2026,2600000,133.4,à vendre,77094 Vente Terrain à Marrakech Route D Amizmiz de,True
Casablanca,Oulfa,Appartement,07/03/2026,330000,52.6,à vendre,Vente appartement meublé Lot WAHDA ROUTE RAHMA,True
Casablanca,Hay Hassani,Local,03/02/2026,22000,49.4,à louer,169850 Local à louer à 22000DH à Almaz Hay Hassan,True
Casablanca,Riviera,Local,25/02/2026,1347000,49.9,à vendre,5 MAGASINS NEUFS A VENDRE OU LOUER RIVIERA,True
Salé,Toute la ville,Maison,02/03/2026,1125000,48.9,à vendre,A vendre en bon état ville de Aïn Aouda prix 23000,True
Casablanca,Oulfa,Bureau,05/03/2026,7800,49.0,à louer,Bureau neuf à louer proche Cheikh Khalifa,True
Casablanca,Bourgogne,Local,08/05/2026,8000,47.8,à louer,Local Commercial 52m2 à Bourgogne Extension,True
Fès,Route de Sefrou,Appartement,22/02/2026,3600,49.9,à louer,Bel appartement très proche à CHU,True
Casablanca,Maarif,Appartement,14/02/2026,7500,49.9,à louer,158853 Appt à louer à 7500DH à Hopitaux,True
Casablanca,Aïn Diab,Villa,11/02/2026,15000000,137.1,à vendre,Villa en plein cœur de Ain Diab,True
Essaouira,Route de Safi,Villa,12/03/2026,12000000,136.2,à vendre,Vends projet touristique plage AVNA Essaouira,True
Casablanca,Gauthier,Bureau,15/03/2026,8200,49.4,à louer,bureaux à louer 84m2 Gauthier,True
Mohammedia,Corniche,Appartement,12/03/2026,6500,50.3,à louer,Joli appartement meublé neuf,True
Khemisset,Toute la ville,Terrain,14/02/2026,170000,49.9,à vendre,Aït Bouziane Qabliyin,True
Rabat,Souissi,Villa,08/05/2026,100000000,134.6,à vendre,Villa palais unique aux ambassadeurs,True
Marrakech,Route d'Ourika,Terrain,19/02/2026,2200000,130.0,à vendre,Ferme eco lodge,True
Casablanca,Ain Sebaa,Local,18/03/2026,2500,50.1,à louer,Rue Moulay Ismail Hay Sakakine Local 85rue2,True
Marrakech,Palmeraie,Villa,12/02/2026,12000,49.9,à louer,Location la palmeraie OPPORTUNITÉ,True
Marrakech,Av Mohammed VI,Appartement,09/03/2026,2650000,132.7,à vendre,appartement à vendre,True
Marrakech,Es Saada,Appartement,08/05/2026,1305000,50.2,à vendre,Appartement à vendre à Al Montazah Al Jadid rénové,True
Marrakech,Hivernage,Villa,08/05/2026,8300000,134.8,à vendre,Villa moderne avec piscine route Ouarzazate,True
Marrakech,Autre secteur,Villa,12/02/2026,13000000,136.4,à vendre,149906 Vente Villa à Marrakech Route D Amizmiz de,True
Casablanca,Autre secteur,Appartement,12/02/2026,2450000,153.0,à vendre,Appartement à vendre 153 m² à Casablanca,False
Casablanca,Sidi Moumen,Appartement,10/03/2026,360000,56.4,à vendre,Appartement à vendre à Résidence Aman Ain Sebaa,True
Marrakech,Bab Doukkala,Villa,12/03/2026,2000000,80.0,à vendre,Projet de Rénovation Riad 80 m² Sol,False
Casablanca,Maârif Extension,Bureau,02/03/2026,1100000,87.8,à vendre,bureaux a vendre maarif,True
Berkane,Toute la ville,Bureau,08/02/2026,3500,49.9,à louer,Location bureau,True
Meknès,Hamria,Villa,27/02/2026,3500,49.9,à louer,Villa à louer au centre ville,True
Ouarzazate,Toute la ville,Terrain,08/02/2026,380000,55.1,à vendre,Terrain titré,True
Rabat,Souissi,Appartement,07/05/2026,32000,49.8,à louer,Magnifique penthouse en location meublé à Souissi,True
El Jadida,Autre secteur,Appartement,12/03/2026,650000,66.6,à vendre,Magnifique Appartement meublé Haut Standing,True
Casablanca,Ferme Bretone,Appartement,05/02/2026,7000,45.0,à louer,Appartement à louer 45 m² à Casablanca,False
Casablanca,Ben Ejdia,Appartement,12/03/2026,6000,50.5,à louer,Studio meublé à louer à Benjdiya,True
Settat,Toute la ville,Local,16/02/2026,4000,49.9,à louer,Magasin à louer 34 m2 17 m2 sedda 6m hauteur,True
Casablanca,Californie,Appartement,08/05/2026,1140000,75.0,à vendre,Appartement à vendre 75 m² à Casablanca,False
Mediouna,Toute la ville,Terrain,18/03/2026,1440000,110.7,à vendre,Terrain à vendre à Médiouna Zone R3,True
Taroudant,Toute la ville,Maison,22/02/2026,250000,49.9,à vendre,Maison à vendre,True
Casablanca,Anfa,Villa,25/02/2026,45000000,137.1,à vendre,VILLA 2000M À VENDRE À ANFA SUPÉRIEUR,True
Casablanca,Oulfa,Local,05/02/2026,650000,65.5,à vendre,Magasin à vendre 80 m,True
Marrakech,M'Hamid,Appartement,19/02/2026,790000,77.5,à vendre,Appartements de luxe à vendre avec ascenseur,True
Casablanca,Al Qods,Appartement,05/02/2026,6000,49.5,à louer,Appartement Pour Location longue durée,True
Casablanca,Ferme Bretone,Appartement,15/03/2026,5800,50.5,à louer,Studio Neuf à FERME BRETONNE,True
El Jadida,Mouilha,Appartement,27/02/2026,2500,96.0,à louer,Appartement à louer 96 m² à El Jadida,False
Rabat,Agdal,Appartement,05/02/2026,11000,49.5,à louer,Appartement rénové bureau haut Agdal Rabat,True
Tanger,Tanja Balia,Appartement,12/03/2026,5000,48.9,à louer,appartement à louer,True
Casablanca,Hay Hassani,Local,12/02/2026,7500000,242.0,à vendre,30736 Vente Local à Casablanca Cil de 242 m²,False
Casablanca,Beauséjour,Appartement,08/02/2026,150,400.0,location de vacances,Appartement colocation 400 m² à Casablanca,False
Dar Bouazza,Toute la ville,Terrain,05/02/2026,3878000,137.1,à vendre,Terrain Ongle 3 Façades Orientation sud Dar Bouzza,True
Casablanca,Oasis,Bureau,02/03/2026,9500,50.5,à louer,Bureau 51m à Oasis bien situé BD jerada,True
Casablanca,Ain Sebaa,Local,25/02/2026,53400,49.5,à louer,DÉPÔT DE STOKAGE EN LOCATION À AIN SBAA,True
Bouskoura,Bouskoura centre,Appartement,19/02/2026,4500,89.0,à louer,Appartement à louer 89 m² à Bouskoura,False
Marrakech,M'Hamid,Appartement,05/02/2026,1700,49.9,à louer,Appartement 1er 06 rhan million et 1700dh kra abwab atlas,True
Marrakech,M'Hamid,Terrain,25/02/2026,2000000,127.0,à vendre,Grand terrain à vendre avec maison d habitation,True
Tanger,Tanja Balia,Local,14/02/2026,1194000,77.0,à vendre,Local de 77m² à vendre Tanger El Balia,False
Casablanca,Centre Ville,Bureau,27/02/2026,57600,47.8,à louer,À LOUER BUREAU 480M À CENTRE VILLE,True
Temara,Andalousse,Terrain,12/02/2026,8000000,137.1,à vendre,3300m2 D5 vieux Marocain Jradi Andalouss,True
Casablanca,Californie,Appartement,05/03/2026,1797689,125.2,à vendre,177547 Vente Appt à Casablanca Californie de 123 m,True
Casablanca,Ain Sebaa,Local,25/02/2026,22000000,136.8,à vendre,IMMEUBLE INDUSTRIEL EN VENTE À AIN SBAA,True
Casablanca,Aïn Diab,Appartement,03/02/2026,9000,135.0,à louer,Appartement à louer 135 m² à Casablanca,False
Marrakech,Victor Hugo,Appartement,12/02/2026,14000,49.2,à louer,Duplex en sous location Victor Hugo,True
Casablanca,Oulfa,Appartement,08/05/2026,286000,58.0,à vendre,Appartement à vendre 58 m² Oulfa Hay Hassani,False
Marrakech,Sidi Abdellah Ghiat,Terrain,07/03/2026,1400000,109.5,à vendre,Vente Terrain nu de 11000 m2 à Marrakech,True
Casablanca,Bourgogne,Appartement,12/03/2026,1700000,136.0,à vendre,Appartement à vendre 136 m² à Casablanca,False
Agadir,Hay Zaytoun,Appartement,16/02/2026,1000,20.0,à louer,Appartement à louer 20 m² à Agadir,False
Fès,Route d'Aeroport,Appartement,22/02/2026,710000,76.7,à vendre,Appartements magnifiques en face de l école Massar Al Hikma,True
Temara,Riad Oulad Mtaa,Bureau,08/05/2026,11000,50.3,à louer,LOCATION BUREAUX NEUFS MÉDECINS RIAD OULAD MTAA,True
Casablanca,Aïn Chock,Appartement,05/03/2026,3700,51.6,à louer,Appartement excellent et magnifique à louer,True
